Day,Total,1,2,3,4,5,6,2P
01/05/2015,22,10,4,4,2,1,0,1
02/05/2015,23,9,5,6,0,1,1,1
03/05/2015,26,11,6,5,1,2,0,1
04/05/2015,22,8,5,5,2,0,1,1
05/05/2015,18,9,5,3,1,0,0,0
06/05/2015,25,10,7,3,3,1,0,1
07/05/2015,20,6,8,2,2,0,1,1
08/05/2015,29,15,9,4,0,0,0,1
09/05/2015,32,15,10,2,1,2,0,2
10/05/2015,23,7,7,2,2,2,0,3
11/05/2015,27,10,6,7,2,1,0,1
12/05/2015,22,6,8,4,1,0,1,2
13/05/2015,22,8,8,3,1,1,0,1
14/05/2015,30,15,6,4,1,2,0,2
15/05/2015,37,10,12,8,3,1,0,3
16/05/2015,27,8,9,4,1,0,3,2
17/05/2015,32,8,11,5,4,1,0,3
18/05/2015,28,9,12,6,0,1,0,0
19/05/2015,30,10,11,4,3,0,0,2
20/05/2015,24,11,6,4,0,0,2,1
21/05/2015,20,8,5,2,1,0,1,3
22/05/2015,23,14,6,2,0,0,0,1
23/05/2015,33,11,11,7,2,1,0,1
24/05/2015,23,11,5,3,2,0,0,2
25/05/2015,31,12,8,4,3,1,0,3
26/05/2015,17,10,3,1,1,0,0,2
27/05/2015,18,9,3,4,0,0,0,2
28/05/2015,22,7,5,4,2,0,1,3
29/05/2015,24,7,8,5,3,0,0,1
30/05/2015,36,12,8,10,3,2,0,1
31/05/2015,26,12,4,4,0,3,1,2
01/06/2015,50,15,22,8,2,2,0,1
02/06/2015,45,16,16,10,2,1,0,0
03/06/2015,66,31,17,11,2,4,0,1
04/06/2015,60,24,16,10,4,2,3,1
05/06/2015,71,28,19,15,2,0,4,3
06/06/2015,67,27,27,10,1,1,1,0
07/06/2015,83,37,28,13,3,1,0,1
08/06/2015,76,38,20,11,1,2,2,2
09/06/2015,62,23,26,8,2,2,0,1
10/06/2015,75,36,23,11,2,0,1,2
11/06/2015,61,36,14,9,0,1,0,1
12/06/2015,71,34,20,13,0,1,1,2
13/06/2015,76,40,18,14,0,2,1,1
14/06/2015,77,35,21,16,1,0,3,1
15/06/2015,72,41,16,10,2,0,0,3
16/06/2015,76,36,17,18,0,3,0,2
17/06/2015,68,35,17,14,1,1,0,0
18/06/2015,70,27,25,14,2,1,1,0
19/06/2015,81,37,19,20,1,2,1,1
20/06/2015,99,47,30,15,1,0,4,2
21/06/2015,98,44,32,16,2,0,1,3
22/06/2015,93,44,27,15,4,1,0,2
23/06/2015,91,42,27,16,3,3,0,0
24/06/2015,98,44,29,22,1,1,0,1
25/06/2015,81,41,26,11,1,0,0,2
26/06/2015,88,41,26,18,2,0,0,1
27/06/2015,93,51,21,14,2,1,4,0
28/06/2015,78,31,24,16,3,0,2,2
29/06/2015,103,51,32,16,3,0,1,0
30/06/2015,82,44,24,12,1,0,0,1
01/07/2015,119,57,33,20,5,2,0,2
02/07/2015,96,47,31,14,2,1,0,1
03/07/2015,151,73,43,30,3,1,1,0
04/07/2015,156,76,52,24,0,2,0,2
05/07/2015,149,76,39,30,1,0,0,3
06/07/2015,116,48,43,21,1,2,0,1
07/07/2015,109,48,36,18,3,2,1,1
08/07/2015,111,43,35,31,1,1,0,0
09/07/2015,115,59,26,26,2,1,1,0
10/07/2015,127,48,50,23,2,2,1,1
11/07/2015,148,76,42,22,3,4,0,1
12/07/2015,145,67,40,35,0,1,1,1
13/07/2015,123,57,40,17,4,3,1,1
14/07/2015,95,41,22,21,6,4,1,0
15/07/2015,80,37,25,13,4,1,0,0
16/07/2015,103,54,27,18,2,0,0,2
17/07/2015,134,74,33,24,2,1,0,0
18/07/2015,128,62,38,23,3,2,0,0
19/07/2015,124,50,35,30,5,3,0,1
20/07/2015,108,54,27,24,1,2,0,0
21/07/2015,107,54,25,20,4,1,1,2
22/07/2015,110,54,32,17,1,3,2,1
23/07/2015,131,67,32,25,2,3,1,1
24/07/2015,154,82,35,31,2,0,3,1
25/07/2015,119,65,33,18,0,2,0,1
26/07/2015,134,59,41,25,3,3,0,3
27/07/2015,103,47,32,20,0,2,1,1
28/07/2015,95,45,27,20,1,1,1,0
29/07/2015,101,49,29,16,4,2,0,1
30/07/2015,118,54,34,24,2,2,2,0
31/07/2015,152,74,45,24,2,5,0,2
01/08/2015,119,61,37,16,1,2,2,0
02/08/2015,114,66,26,16,4,2,0,0
03/08/2015,104,54,26,19,2,2,1,0
04/08/2015,88,48,21,13,2,3,0,1
05/08/2015,74,33,21,15,3,1,0,1
06/08/2015,75,42,17,9,2,1,2,2
07/08/2015,108,46,39,16,3,3,0,1
08/08/2015,102,57,27,12,0,4,1,1
09/08/2015,120,67,25,21,4,1,0,2
10/08/2015,96,48,23,20,1,1,0,3
11/08/2015,95,43,23,20,2,2,2,3
12/08/2015,81,43,17,14,3,2,1,1
13/08/2015,66,41,15,7,1,1,0,1
14/08/2015,93,45,33,14,1,0,0,0
15/08/2015,93,48,21,21,2,1,0,0
16/08/2015,93,50,22,17,0,1,0,3
17/08/2015,79,40,18,15,2,2,0,2
18/08/2015,93,48,28,16,1,0,0,0
19/08/2015,94,56,17,15,3,1,1,1
20/08/2015,79,41,21,15,1,0,1,0
21/08/2015,86,40,24,14,4,0,1,3
22/08/2015,90,46,23,14,5,1,0,1
23/08/2015,106,44,37,18,2,4,0,1
24/08/2015,103,47,34,16,3,3,0,0
25/08/2015,94,45,32,11,2,2,0,2
26/08/2015,96,44,27,20,2,1,0,2
27/08/2015,94,43,36,11,2,1,0,1
28/08/2015,108,45,35,23,2,1,0,2
29/08/2015,93,45,32,11,2,1,1,1
30/08/2015,101,48,27,20,2,3,0,1
31/08/2015,90,43,25,12,7,2,0,1
01/09/2015,83,48,20,13,0,2,0,0
02/09/2015,64,30,15,11,3,2,1,2
03/09/2015,70,38,11,18,2,0,1,0
04/09/2015,78,36,18,14,6,1,1,2
05/09/2015,86,38,27,14,3,1,1,2
06/09/2015,59,31,14,10,2,0,1,1
07/09/2015,60,19,20,11,3,3,1,3
08/09/2015,60,27,20,10,2,0,1,0
09/09/2015,63,29,15,12,1,3,1,2
10/09/2015,70,42,15,10,3,0,0,0
11/09/2015,81,35,27,13,3,1,1,1
12/09/2015,81,38,28,9,3,0,2,1
13/09/2015,79,41,21,11,3,2,0,1
14/09/2015,68,34,14,18,0,1,0,1
15/09/2015,73,32,24,11,1,3,0,2
16/09/2015,68,30,24,9,2,0,2,1
17/09/2015,72,30,24,14,1,2,0,1
18/09/2015,65,27,15,20,0,1,1,1
19/09/2015,82,35,24,18,4,1,0,0
20/09/2015,87,30,32,17,3,2,1,2
21/09/2015,59,27,12,14,3,2,0,1
22/09/2015,70,38,13,15,1,1,0,2
23/09/2015,62,28,19,13,1,0,0,1
24/09/2015,52,18,21,10,0,2,0,1
25/09/2015,89,34,31,17,4,0,2,1
26/09/2015,79,36,21,16,2,2,1,1
27/09/2015,78,35,29,10,1,1,0,2
28/09/2015,70,30,26,12,1,0,0,1
29/09/2015,64,33,18,10,0,2,1,0
30/09/2015,60,24,23,13,0,0,0,0
01/10/2015,40,16,10,10,2,0,1,1
02/10/2015,28,10,11,5,0,2,0,0
03/10/2015,32,15,9,4,0,2,0,2
04/10/2015,24,8,7,3,2,3,1,0
05/10/2015,17,10,2,4,0,0,0,1
06/10/2015,13,4,3,4,2,0,0,0
07/10/2015,10,5,4,1,0,0,0,0
08/10/2015,18,4,4,4,1,1,2,2
09/10/2015,12,7,3,1,1,0,0,0
10/10/2015,13,4,1,7,1,0,0,0
11/10/2015,17,7,2,3,2,2,0,1
12/10/2015,11,3,5,0,2,0,0,1
13/10/2015,8,3,2,1,1,0,0,1
14/10/2015,17,5,1,3,2,2,1,3
15/10/2015,16,6,4,3,1,0,0,2
16/10/2015,14,3,5,3,1,0,1,1
17/10/2015,15,6,3,2,0,0,2,2
18/10/2015,16,3,5,3,1,0,1,3
19/10/2015,8,3,3,0,1,0,0,1
20/10/2015,13,3,2,2,4,2,0,0
21/10/2015,14,2,5,1,3,3,0,0
22/10/2015,13,7,0,3,1,1,0,1
23/10/2015,18,5,4,8,0,0,0,1
24/10/2015,14,4,4,4,1,0,0,1
25/10/2015,20,5,6,3,2,3,0,1
26/10/2015,16,4,3,2,1,2,2,2
27/10/2015,13,2,5,3,3,0,0,0
28/10/2015,15,6,4,2,2,0,0,1
29/10/2015,12,5,1,2,1,1,0,2
30/10/2015,12,4,3,3,2,0,0,0
31/10/2015,16,6,3,2,1,1,1,2
01/11/2015,8,4,2,0,1,0,0,1
02/11/2015,5,2,2,0,0,1,0,0
03/11/2015,7,1,0,3,1,0,0,2
04/11/2015,6,1,3,2,0,0,0,0
05/11/2015,7,0,0,1,1,3,0,2
06/11/2015,4,2,0,0,0,0,0,2
07/11/2015,1,1,0,0,0,0,0,0
08/11/2015,7,1,2,1,0,0,1,2
09/11/2015,6,0,5,0,0,0,0,1
10/11/2015,3,0,1,0,0,0,1,1
11/11/2015,9,4,0,0,2,0,0,3
12/11/2015,5,1,2,0,0,0,0,2
13/11/2015,5,2,0,1,1,0,0,1
14/11/2015,6,2,1,1,0,0,0,2
15/11/2015,4,1,2,0,0,0,0,1
16/11/2015,7,2,1,1,0,1,0,2
17/11/2015,3,0,1,1,0,0,0,1
18/11/2015,4,1,1,1,1,0,0,0
19/11/2015,9,1,2,2,1,0,1,2
20/11/2015,3,1,1,0,0,1,0,0
21/11/2015,1,0,1,0,0,0,0,0
22/11/2015,8,2,2,0,1,0,1,2
23/11/2015,9,0,4,1,0,0,2,2
24/11/2015,5,1,1,0,0,0,0,3
25/11/2015,5,1,2,0,1,0,0,1
26/11/2015,4,0,0,1,0,1,1,1
27/11/2015,4,0,1,0,2,0,0,1
28/11/2015,5,0,1,2,0,1,0,1
29/11/2015,6,2,0,0,1,0,0,3
30/11/2015,11,1,1,0,4,2,0,3
01/12/2015,3,2,0,0,0,0,0,1
02/12/2015,6,1,0,0,1,2,0,2
03/12/2015,5,1,1,0,0,0,0,3
04/12/2015,2,0,0,0,1,1,0,0
05/12/2015,6,2,0,0,1,0,1,2
06/12/2015,4,0,0,2,0,0,0,2
07/12/2015,3,0,1,0,1,0,0,1
08/12/2015,5,2,0,0,0,1,0,2
09/12/2015,2,0,0,0,0,0,1,1
10/12/2015,4,0,1,0,0,0,0,3
11/12/2015,3,0,1,0,0,1,0,1
12/12/2015,1,1,0,0,0,0,0,0
13/12/2015,3,0,1,1,0,0,0,1
14/12/2015,5,0,1,2,0,0,1,1
15/12/2015,4,0,1,1,0,0,1,1
16/12/2015,4,0,2,0,0,0,0,2
17/12/2015,2,1,0,0,0,0,0,1
18/12/2015,3,1,0,0,0,0,1,1
19/12/2015,1,0,0,1,0,0,0,0
20/12/2015,2,0,1,0,1,0,0,0
21/12/2015,2,0,2,0,0,0,0,0
22/12/2015,4,2,1,0,0,1,0,0
23/12/2015,6,0,1,2,0,0,0,3
24/12/2015,3,1,1,0,0,0,0,1
25/12/2015,5,2,0,2,0,0,0,1
26/12/2015,5,1,1,1,0,1,0,1
27/12/2015,2,0,0,0,0,1,1,0
28/12/2015,6,2,1,1,0,0,0,2
29/12/2015,6,3,1,0,0,1,0,1
30/12/2015,4,1,0,1,0,0,0,2
31/12/2015,4,2,1,1,0,0,0,0
01/01/2016,3,0,0,2,0,0,0,1
02/01/2016,1,0,0,0,1,0,0,0
03/01/2016,5,1,0,3,0,0,0,1
04/01/2016,4,0,1,0,0,0,0,3
05/01/2016,2,1,1,0,0,0,0,0
06/01/2016,6,1,1,0,1,0,0,3
07/01/2016,3,0,1,0,0,0,0,2
08/01/2016,6,2,2,0,1,0,0,1
