Day,Total,1,2,3,4,5,6,2P
02/05/2015,3,0,0,0,0,0,0,3
03/05/2015,2,0,0,0,0,0,0,2
04/05/2015,3,0,0,0,0,0,0,3
06/05/2015,1,0,0,0,0,0,0,1
08/05/2015,1,0,0,0,0,0,0,1
10/05/2015,3,0,0,0,0,0,0,3
11/05/2015,2,0,0,0,0,0,0,2
12/05/2015,2,0,0,0,0,0,0,2
15/05/2015,3,0,0,0,0,0,0,3
17/05/2015,1,0,0,0,0,0,0,1
18/05/2015,1,0,0,0,0,0,0,1
20/05/2015,1,0,0,0,0,0,0,1
22/05/2015,1,0,0,0,0,0,0,1
23/05/2015,2,0,0,0,0,0,0,2
25/05/2015,3,0,0,0,0,0,0,3
26/05/2015,1,0,0,0,0,0,0,1
27/05/2015,1,0,0,0,0,0,0,1
29/05/2015,1,0,0,0,0,0,0,1
31/05/2015,1,0,0,0,0,0,0,1
01/06/2015,2,0,0,0,0,0,0,2
04/06/2015,1,0,0,0,0,0,0,1
05/06/2015,3,0,0,0,0,0,0,3
07/06/2015,1,0,0,0,0,0,0,1
10/06/2015,3,0,0,0,0,0,0,3
11/06/2015,1,0,0,0,0,0,0,1
12/06/2015,2,0,0,0,0,0,0,2
14/06/2015,1,0,0,0,0,0,0,1
15/06/2015,1,0,0,0,0,0,0,1
16/06/2015,2,0,0,0,0,0,0,2
19/06/2015,1,0,0,0,0,0,0,1
20/06/2015,2,0,0,0,0,0,0,2
23/06/2015,1,0,0,0,0,0,0,1
24/06/2015,1,0,0,0,0,0,0,1
25/06/2015,2,0,0,0,0,0,0,2
26/06/2015,1,0,0,0,0,0,0,1
27/06/2015,2,0,0,0,0,0,0,2
28/06/2015,1,0,0,0,0,0,0,1
29/06/2015,1,0,0,0,0,0,0,1
30/06/2015,1,0,0,0,0,0,0,1
02/07/2015,1,0,0,0,0,0,0,1
04/07/2015,2,0,0,0,0,0,0,2
07/07/2015,2,0,0,0,0,0,0,2
08/07/2015,1,0,0,0,0,0,0,1
09/07/2015,1,0,0,0,0,0,0,1
10/07/2015,1,0,0,0,0,0,0,1
11/07/2015,2,0,0,0,0,0,0,2
14/07/2015,1,0,0,0,0,0,0,1
17/07/2015,1,0,0,0,0,0,0,1
19/07/2015,1,0,0,0,0,0,0,1
20/07/2015,2,0,0,0,0,0,0,2
21/07/2015,1,0,0,0,0,0,0,1
22/07/2015,1,0,0,0,0,0,0,1
24/07/2015,1,0,0,0,0,0,0,1
25/07/2015,1,0,0,0,0,0,0,1
26/07/2015,2,0,0,0,0,0,0,2
28/07/2015,1,0,0,0,0,0,0,1
29/07/2015,1,0,0,0,0,0,0,1
31/07/2015,1,0,0,0,0,0,0,1
03/08/2015,1,0,0,0,0,0,0,1
06/08/2015,1,0,0,0,0,0,0,1
08/08/2015,1,0,0,0,0,0,0,1
09/08/2015,1,0,0,0,0,0,0,1
10/08/2015,1,0,0,0,0,0,0,1
11/08/2015,2,0,0,0,0,0,0,2
12/08/2015,1,0,0,0,0,0,0,1
13/08/2015,1,0,0,0,0,0,0,1
14/08/2015,1,0,0,0,0,0,0,1
15/08/2015,1,0,0,0,0,0,0,1
16/08/2015,1,0,0,0,0,0,0,1
17/08/2015,1,0,0,0,0,0,0,1
20/08/2015,1,0,0,0,0,0,0,1
22/08/2015,3,0,0,0,0,0,0,3
25/08/2015,1,0,0,0,0,0,0,1
26/08/2015,2,0,0,0,0,0,0,2
30/08/2015,1,0,0,0,0,0,0,1
31/08/2015,2,0,0,0,0,0,0,2
01/09/2015,1,0,0,0,0,0,0,1
02/09/2015,2,0,0,0,0,0,0,2
03/09/2015,1,0,0,0,0,0,0,1
04/09/2015,1,0,0,0,0,0,0,1
06/09/2015,1,0,0,0,0,0,0,1
07/09/2015,1,0,0,0,0,0,0,1
09/09/2015,1,0,0,0,0,0,0,1
11/09/2015,1,0,0,0,0,0,0,1
12/09/2015,1,0,0,0,0,0,0,1
13/09/2015,1,0,0,0,0,0,0,1
15/09/2015,1,0,0,0,0,0,0,1
17/09/2015,1,0,0,0,0,0,0,1
18/09/2015,3,0,0,0,0,0,0,3
20/09/2015,3,0,0,0,0,0,0,3
25/09/2015,2,0,0,0,0,0,0,2
27/09/2015,1,0,0,0,0,0,0,1
28/09/2015,2,0,0,0,0,0,0,2
30/09/2015,1,0,0,0,0,0,0,1
05/10/2015,1,0,0,0,0,0,0,1
08/10/2015,1,0,0,0,0,0,0,1
12/10/2015,1,0,0,0,0,0,0,1
13/10/2015,2,0,0,0,0,0,0,2
14/10/2015,2,0,0,0,0,0,0,2
16/10/2015,1,0,0,0,0,0,0,1
17/10/2015,2,0,0,0,0,0,0,2
18/10/2015,2,0,0,0,0,0,0,2
19/10/2015,1,0,0,0,0,0,0,1
20/10/2015,2,0,0,0,0,0,0,2
23/10/2015,1,0,0,0,0,0,0,1
25/10/2015,1,0,0,0,0,0,0,1
26/10/2015,1,0,0,0,0,0,0,1
27/10/2015,1,0,0,0,0,0,0,1
31/10/2015,2,0,0,0,0,0,0,2
01/11/2015,2,0,0,0,0,0,0,2
06/11/2015,2,0,0,0,0,0,0,2
08/11/2015,3,0,0,0,0,0,0,3
11/11/2015,2,0,0,0,0,0,0,2
12/11/2015,1,0,0,0,0,0,0,1
13/11/2015,1,0,0,0,0,0,0,1
14/11/2015,1,0,0,0,0,0,0,1
15/11/2015,2,0,0,0,0,0,0,2
17/11/2015,2,0,0,0,0,0,0,2
19/11/2015,2,0,0,0,0,0,0,2
20/11/2015,1,0,0,0,0,0,0,1
23/11/2015,1,0,0,0,0,0,0,1
24/11/2015,1,0,0,0,0,0,0,1
25/11/2015,4,0,0,0,0,0,0,4
28/11/2015,2,0,0,0,0,0,0,2
29/11/2015,2,0,0,0,0,0,0,2
30/11/2015,1,0,0,0,0,0,0,1
01/12/2015,1,0,0,0,0,0,0,1
02/12/2015,2,0,0,0,0,0,0,2
03/12/2015,2,0,0,0,0,0,0,2
05/12/2015,2,0,0,0,0,0,0,2
06/12/2015,1,0,0,0,0,0,0,1
07/12/2015,1,0,0,0,0,0,0,1
08/12/2015,2,0,0,0,0,0,0,2
10/12/2015,2,0,0,0,0,0,0,2
13/12/2015,1,0,0,0,0,0,0,1
14/12/2015,2,0,0,0,0,0,0,2
15/12/2015,1,0,0,0,0,0,0,1
16/12/2015,3,0,0,0,0,0,0,3
17/12/2015,1,0,0,0,0,0,0,1
18/12/2015,1,0,0,0,0,0,0,1
20/12/2015,1,0,0,0,0,0,0,1
25/12/2015,1,0,0,0,0,0,0,1
26/12/2015,2,0,0,0,0,0,0,2
28/12/2015,1,0,0,0,0,0,0,1
31/12/2015,1,0,0,0,0,0,0,1
01/01/2016,2,0,0,0,0,0,0,2
02/01/2016,1,0,0,0,0,0,0,1
03/01/2016,1,0,0,0,0,0,0,1
04/01/2016,1,0,0,0,0,0,0,1
06/01/2016,1,0,0,0,0,0,0,1
07/01/2016,3,0,0,0,0,0,0,3
09/01/2016,2,0,0,0,0,0,0,2
12/01/2016,1,0,0,0,0,0,0,1
13/01/2016,1,0,0,0,0,0,0,1
14/01/2016,1,0,0,0,0,0,0,1
15/01/2016,1,0,0,0,0,0,0,1
16/01/2016,2,0,0,0,0,0,0,2
17/01/2016,1,0,0,0,0,0,0,1
19/01/2016,1,0,0,0,0,0,0,1
20/01/2016,1,0,0,0,0,0,0,1
21/01/2016,2,0,0,0,0,0,0,2
22/01/2016,2,0,0,0,0,0,0,2
23/01/2016,1,0,0,0,0,0,0,1
25/01/2016,1,0,0,0,0,0,0,1
27/01/2016,1,0,0,0,0,0,0,1
31/01/2016,2,0,0,0,0,0,0,2
02/02/2016,2,0,0,0,0,0,0,2
03/02/2016,2,0,0,0,0,0,0,2
04/02/2016,1,0,0,0,0,0,0,1
05/02/2016,1,0,0,0,0,0,0,1
06/02/2016,1,0,0,0,0,0,0,1
08/02/2016,1,0,0,0,0,0,0,1
09/02/2016,1,0,0,0,0,0,0,1
11/02/2016,1,0,0,0,0,0,0,1
12/02/2016,1,0,0,0,0,0,0,1
13/02/2016,1,0,0,0,0,0,0,1
14/02/2016,2,0,0,0,0,0,0,2
15/02/2016,1,0,0,0,0,0,0,1
17/02/2016,2,0,0,0,0,0,0,2
20/02/2016,3,0,0,0,0,0,0,3
22/02/2016,2,0,0,0,0,0,0,2
25/02/2016,1,0,0,0,0,0,0,1
26/02/2016,1,0,0,0,0,0,0,1
27/02/2016,1,0,0,0,0,0,0,1
28/02/2016,1,0,0,0,0,0,0,1
01/03/2016,1,0,0,0,0,0,0,1
02/03/2016,1,0,0,0,0,0,0,1
04/03/2016,1,0,0,0,0,0,0,1
05/03/2016,1,0,0,0,0,0,0,1
08/03/2016,1,0,0,0,0,0,0,1
09/03/2016,1,0,0,0,0,0,0,1
10/03/2016,1,0,0,0,0,0,0,1
12/03/2016,1,0,0,0,0,0,0,1
16/03/2016,1,0,0,0,0,0,0,1
17/03/2016,1,0,0,0,0,0,0,1
18/03/2016,2,0,0,0,0,0,0,2
19/03/2016,1,0,0,0,0,0,0,1
20/03/2016,1,0,0,0,0,0,0,1
21/03/2016,2,0,0,0,0,0,0,2
22/03/2016,1,0,0,0,0,0,0,1
23/03/2016,1,0,0,0,0,0,0,1
26/03/2016,1,0,0,0,0,0,0,1
28/03/2016,1,0,0,0,0,0,0,1
29/03/2016,1,0,0,0,0,0,0,1
30/03/2016,1,0,0,0,0,0,0,1
31/03/2016,1,0,0,0,0,0,0,1
03/04/2016,1,0,0,0,0,0,0,1
04/04/2016,1,0,0,0,0,0,0,1
05/04/2016,1,0,0,0,0,0,0,1
07/04/2016,2,0,0,0,0,0,0,2
09/04/2016,1,0,0,0,0,0,0,1
10/04/2016,1,0,0,0,0,0,0,1
11/04/2016,2,0,0,0,0,0,0,2
13/04/2016,1,0,0,0,0,0,0,1
14/04/2016,1,0,0,0,0,0,0,1
15/04/2016,1,0,0,0,0,0,0,1
17/04/2016,1,0,0,0,0,0,0,1
18/04/2016,2,0,0,0,0,0,0,2
19/04/2016,1,0,0,0,0,0,0,1
20/04/2016,1,0,0,0,0,0,0,1
21/04/2016,1,0,0,0,0,0,0,1
24/04/2016,1,0,0,0,0,0,0,1
25/04/2016,1,0,0,0,0,0,0,1
26/04/2016,1,0,0,0,0,0,0,1
01/05/2016,1,0,0,0,0,0,0,1
04/05/2016,1,0,0,0,0,0,0,1
06/05/2016,2,0,0,0,0,0,0,2
07/05/2016,3,0,0,0,0,0,0,3
08/05/2016,1,0,0,0,0,0,0,1
11/05/2016,1,0,0,0,0,0,0,1
12/05/2016,1,0,0,0,0,0,0,1
13/05/2016,2,0,0,0,0,0,0,2
18/05/2016,1,0,0,0,0,0,0,1
19/05/2016,2,0,0,0,0,0,0,2
20/05/2016,2,0,0,0,0,0,0,2
21/05/2016,1,0,0,0,0,0,0,1
24/05/2016,1,0,0,0,0,0,0,1
25/05/2016,1,0,0,0,0,0,0,1
26/05/2016,1,0,0,0,0,0,0,1
28/05/2016,1,0,0,0,0,0,0,1
30/05/2016,2,0,0,0,0,0,0,2
