Day,Total,1,2,3,4,5,6,2P
01/05/2015,1,0,0,0,0,0,0,1
02/05/2015,1,0,0,0,0,0,0,1
03/05/2015,2,1,0,0,0,0,0,1
04/05/2015,2,0,0,0,0,0,0,2
05/05/2015,2,0,0,0,0,0,0,2
06/05/2015,2,0,1,0,0,0,0,1
08/05/2015,2,0,1,0,0,0,0,1
10/05/2015,3,1,0,0,0,0,0,2
11/05/2015,2,0,1,0,0,0,0,1
12/05/2015,3,0,1,0,0,0,0,2
13/05/2015,4,1,1,0,0,0,0,2
14/05/2015,1,1,0,0,0,0,0,0
15/05/2015,2,0,0,0,0,0,0,2
16/05/2015,1,1,0,0,0,0,0,0
17/05/2015,1,1,0,0,0,0,0,0
20/05/2015,1,0,0,0,0,0,0,1
21/05/2015,3,0,1,1,0,0,0,1
23/05/2015,1,0,1,0,0,0,0,0
24/05/2015,2,1,0,0,0,0,0,1
25/05/2015,2,0,0,0,0,0,0,2
26/05/2015,1,1,0,0,0,0,0,0
27/05/2015,1,0,0,0,0,0,0,1
28/05/2015,2,1,0,0,0,0,0,1
29/05/2015,1,0,0,0,0,0,0,1
30/05/2015,2,0,0,0,0,0,0,2
31/05/2015,1,0,0,0,0,0,0,1
01/06/2015,2,1,0,0,0,0,0,1
02/06/2015,4,0,1,0,0,0,0,3
03/06/2015,4,2,0,1,0,0,0,1
04/06/2015,1,0,0,0,0,0,0,1
05/06/2015,5,0,0,2,0,0,0,3
06/06/2015,4,1,0,0,0,0,0,3
07/06/2015,2,0,1,0,0,0,0,1
08/06/2015,2,2,0,0,0,0,0,0
09/06/2015,2,1,0,0,0,0,0,1
10/06/2015,2,1,0,0,0,0,0,1
11/06/2015,3,1,0,1,0,0,0,1
12/06/2015,4,1,2,0,0,0,0,1
13/06/2015,7,3,2,1,0,0,0,1
14/06/2015,5,3,0,1,0,0,0,1
15/06/2015,5,0,3,0,0,0,0,2
16/06/2015,6,3,1,1,0,0,0,1
17/06/2015,3,3,0,0,0,0,0,0
18/06/2015,3,1,1,0,0,0,0,1
19/06/2015,3,1,1,0,0,0,0,1
20/06/2015,8,3,1,2,0,0,0,2
21/06/2015,2,0,1,1,0,0,0,0
22/06/2015,6,2,2,2,0,0,0,0
23/06/2015,4,1,2,0,0,0,0,1
24/06/2015,4,2,1,1,0,0,0,0
25/06/2015,3,0,1,0,0,0,0,2
26/06/2015,4,1,2,0,0,0,0,1
27/06/2015,5,2,2,0,0,0,0,1
28/06/2015,8,3,1,2,0,0,0,2
29/06/2015,2,1,0,1,0,0,0,0
30/06/2015,6,1,0,3,0,0,0,2
01/07/2015,1,0,0,1,0,0,0,0
02/07/2015,5,1,3,1,0,0,0,0
03/07/2015,10,4,1,3,0,0,0,2
04/07/2015,7,1,3,1,0,0,0,2
05/07/2015,8,4,2,2,0,0,0,0
06/07/2015,2,1,1,0,0,0,0,0
07/07/2015,5,3,0,2,0,0,0,0
08/07/2015,6,0,3,1,0,0,0,2
09/07/2015,5,3,1,1,0,0,0,0
10/07/2015,7,5,2,0,0,0,0,0
11/07/2015,9,4,1,2,0,0,0,2
12/07/2015,4,3,1,0,0,0,0,0
13/07/2015,4,2,1,0,0,0,0,1
14/07/2015,3,2,0,1,0,0,0,0
15/07/2015,4,1,1,1,0,0,0,1
16/07/2015,7,6,1,0,0,0,0,0
17/07/2015,7,5,0,1,0,0,0,1
18/07/2015,7,5,1,0,0,0,0,1
19/07/2015,6,3,2,0,0,0,0,1
20/07/2015,7,4,2,1,0,0,0,0
21/07/2015,5,1,2,0,0,0,0,2
22/07/2015,7,3,1,2,0,0,0,1
23/07/2015,5,1,2,2,0,0,0,0
24/07/2015,9,3,2,3,0,0,0,1
25/07/2015,4,3,0,0,0,0,0,1
